request_number,latency_seconds
1,0.07759690284729004
2,0.0925898551940918
3,0.07766079902648926
4,0.09674310684204102
5,0.08481383323669434
6,0.07413983345031738
7,0.07539606094360352
8,0.07908320426940918
9,0.07611536979675293
10,0.07926392555236816
11,0.0806131362915039
12,0.07390308380126953
13,0.07306909561157227
14,0.07523012161254883
15,0.07320499420166016
16,0.07087588310241699
17,0.07190799713134766
18,0.0749201774597168
19,0.07603096961975098
20,0.08116412162780762
21,0.07317090034484863
22,0.0812380313873291
23,0.07551789283752441
24,0.06712007522583008
25,0.08387184143066406
26,0.07321596145629883
27,0.07846379280090332
28,0.07317471504211426
29,0.07213115692138672
30,0.07319402694702148
31,0.0734398365020752
32,0.07103109359741211
33,0.07268214225769043
34,0.07205390930175781
35,0.07767391204833984
36,0.07816815376281738
37,0.07827281951904297
38,0.07223105430603027
39,0.07277798652648926
40,0.07349777221679688
41,0.07570481300354004
42,0.07576680183410645
43,0.07851576805114746
44,0.08028221130371094
45,0.08626198768615723
46,0.07772994041442871
47,0.07778716087341309
48,0.0780649185180664
49,0.09205818176269531
50,0.07548284530639648
51,0.07502484321594238
52,0.07563614845275879
53,0.07942891120910645
54,0.07794880867004395
55,0.08481097221374512
56,0.08881998062133789
57,0.07471108436584473
58,0.07505989074707031
59,0.07376980781555176
60,0.07244014739990234
61,0.08052206039428711
62,0.07606124877929688
63,0.07541012763977051
64,0.0805361270904541
65,0.08178210258483887
66,0.07457208633422852
67,0.08061003684997559
68,0.0729210376739502
69,0.08252406120300293
70,0.0761258602142334
71,0.0793600082397461
72,0.0762331485748291
73,0.07483291625976562
74,0.08147287368774414
75,0.07056117057800293
76,0.08056879043579102
77,0.07365298271179199
78,0.07808494567871094
79,0.0861508846282959
80,0.07579684257507324
81,0.07470297813415527
82,0.07354593276977539
83,0.07454800605773926
84,0.07918500900268555
85,0.07525515556335449
86,0.07615518569946289
87,0.07505106925964355
88,0.07260394096374512
89,0.06816387176513672
90,0.06943202018737793
91,0.07184004783630371
92,0.07322216033935547
93,0.0827171802520752
94,0.07363700866699219
95,0.07556295394897461
96,0.07665586471557617
97,0.07801485061645508
98,0.07310080528259277
99,0.0779109001159668
100,0.07723402976989746
