request_number,latency_seconds
1,0.07861876487731934
2,0.08170795440673828
3,0.07939982414245605
4,0.08247017860412598
5,0.07911515235900879
6,0.08267092704772949
7,0.08281779289245605
8,0.08062410354614258
9,0.0725250244140625
10,0.11653804779052734
11,0.10593104362487793
12,0.07730817794799805
13,0.07179427146911621
14,0.08495092391967773
15,0.07137513160705566
16,0.07881402969360352
17,0.08121609687805176
18,0.07697796821594238
19,0.07733917236328125
20,0.07687807083129883
21,0.0805661678314209
22,0.07490301132202148
23,0.07169079780578613
24,0.07195401191711426
25,0.08068418502807617
26,0.09897708892822266
27,0.08020591735839844
28,0.08078908920288086
29,0.07504892349243164
30,0.07472610473632812
31,0.0812218189239502
32,0.1113290786743164
33,0.07257533073425293
34,0.07704401016235352
35,0.07720494270324707
36,0.07847309112548828
37,0.08386898040771484
38,0.07957005500793457
39,0.07597994804382324
40,0.07986831665039062
41,0.07840299606323242
42,0.06948375701904297
43,0.07729887962341309
44,0.08032822608947754
45,0.07721209526062012
46,0.07537508010864258
47,0.07901597023010254
48,0.084564208984375
49,0.07895183563232422
50,0.07410383224487305
51,0.07651281356811523
52,0.07534193992614746
53,0.082183837890625
54,0.07360506057739258
55,0.07380199432373047
56,0.07932591438293457
57,0.07744288444519043
58,0.0793917179107666
59,0.07561397552490234
60,0.07643985748291016
61,0.07510232925415039
62,0.08155608177185059
63,0.07128095626831055
64,0.06874203681945801
65,0.07687497138977051
66,0.07685589790344238
67,0.08523201942443848
68,0.07515597343444824
69,0.08592700958251953
70,0.11308431625366211
71,0.07521700859069824
72,0.07266807556152344
73,0.07272481918334961
74,0.08320808410644531
75,0.07837724685668945
76,0.07390999794006348
77,0.07488393783569336
78,0.07419896125793457
79,0.07476305961608887
80,0.07954120635986328
81,0.07578086853027344
82,0.07643389701843262
83,0.07118821144104004
84,0.07733869552612305
85,0.08305478096008301
86,0.08179998397827148
87,0.08425092697143555
88,0.07803916931152344
89,0.08177304267883301
90,0.07617998123168945
91,0.07874107360839844
92,0.07657885551452637
93,0.08013796806335449
94,0.08684420585632324
95,0.07500720024108887
96,0.07581806182861328
97,0.08868074417114258
98,0.07146191596984863
99,0.09007501602172852
100,0.07902383804321289
